LConn,LLen,LFrac,LAC,LSin,LBear,HMf,HMb,MHDWp100,NQPDHWp100,BtHWp100,TPBtHWp100,TPDWp100,Lnk100,Len100,AngD100,WtWp100,Jnc100,Con100,MGLHWp100,MCFWp100,DivHWp100,HullA100,HullP100,HullR100,HullB100,HullSI100,MHDWp200,NQPDHWp200,BtHWp200,TPBtHWp200,TPDWp200,Lnk200,Len200,AngD200,WtWp200,Jnc200,Con200,MGLHWp200,MCFWp200,DivHWp200,HullA200,HullP200,HullR200,HullB200,HullSI200,MHDWp300,NQPDHWp300,BtHWp300,TPBtHWp300,TPDWp300,Lnk300,Len300,AngD300,WtWp300,Jnc300,Con300,MGLHWp300,MCFWp300,DivHWp300,HullA300,HullP300,HullR300,HullB300,HullSI300,MHDWp400,NQPDHWp400,BtHWp400,TPBtHWp400,TPDWp400,Lnk400,Len400,AngD400,WtWp400,Jnc400,Con400,MGLHWp400,MCFWp400,DivHWp400,HullA400,HullP400,HullR400,HullB400,HullSI400,MHDWp500,NQPDHWp500,BtHWp500,TPBtHWp500,TPDWp500,Lnk500,Len500,AngD500,WtWp500,Jnc500,Con500,MGLHWp500,MCFWp500,DivHWp500,HullA500,HullP500,HullR500,HullB500,HullSI500,MHDWp600,NQPDHWp600,BtHWp600,TPBtHWp600,TPDWp600,Lnk600,Len600,AngD600,WtWp600,Jnc600,Con600,MGLHWp600,MCFWp600,DivHWp600,HullA600,HullP600,HullR600,HullB600,HullSI600,MHDWp700,NQPDHWp700,BtHWp700,TPBtHWp700,TPDWp700,Lnk700,Len700,AngD700,WtWp700,Jnc700,Con700,MGLHWp700,MCFWp700,DivHWp700,HullA700,HullP700,HullR700,HullB700,HullSI700,MHDWp800,NQPDHWp800,BtHWp800,TPBtHWp800,TPDWp800,Lnk800,Len800,AngD800,WtWp800,Jnc800,Con800,MGLHWp800,MCFWp800,DivHWp800,HullA800,HullP800,HullR800,HullB800,HullSI800,MHDWp900,NQPDHWp900,BtHWp900,TPBtHWp900,TPDWp900,Lnk900,Len900,AngD900,WtWp900,Jnc900,Con900,MGLHWp900,MCFWp900,DivHWp900,HullA900,HullP900,HullR900,HullB900,HullSI900,MHDWp1000,NQPDHWp1000,BtHWp1000,TPBtHWp1000,TPDWp1000,Lnk1000,Len1000,AngD1000,WtWp1000,Jnc1000,Con1000,MGLHWp1000,MCFWp1000,DivHWp1000,HullA1000,HullP1000,HullR1000,HullB1000,HullSI1000,MHDWpn,NQPDHWpn,BtHWpn,TPBtHWpn,TPDWpn,Lnkn,Lenn,AngDn,WtWpn,Jncn,Conn,MGLHWpn,MCFWpn,DivHWpn,HullAn,HullPn,HullRn,HullBn,HullSIn,Weekday
3,26.2626801,1,143.4346313,1.1316155,265.9927368,82.008606,84.4385529,54.5037308,60.6199913,1610.529663,0.5057814,0.0226756,4,104.381752,234.0355835,3151.025635,3,10,35.6267509,32.5588226,1.0921695,969.1311646,140.9196167,61.3061714,245.8459473,1.6306114,130.7597656,126.5844421,6655.534668,0.50414,0.0109726,13,350.7229004,497.7735596,13004.6709,11,35,71.8344269,60.6325226,1.1929514,8966.550781,430.7231445,140.3144379,225.7918549,1.6464977,233.9155579,320.0767822,31988.69531,0.5052288,0.0110122,34,957.0639038,1648.325928,63145.73828,22,69,148.4114838,113.7458801,1.3075652,19764.88867,571.8203125,183.461853,277.8320923,1.3164819,291.3664856,508.5477295,64908.32031,0.5087488,0.0177705,60,1967.242065,3701.596191,128275.8984,37,118,198.6217804,144.1772766,1.4004316,45089.55078,833.9116211,230.8978424,233.8110962,1.2273099,326.7411499,591.5,83862.25781,0.5088323,0.0178764,90,3012.367676,4652.053711,165395.8906,56,175,209.8576508,151.4508972,1.4037718,68869.3125,1029.444214,280.8919678,190.98909,1.2245317,333.5107117,602.6530762,87310.10938,0.5116091,0.0234226,130,4609.066895,5864.56543,171241.0938,79,247,212.3279877,152.7735443,1.4097084,99186.01563,1229.69104,315.4091187,180.228363,1.2131981,335.4603577,604.2973633,88105.25781,0.511957,0.0241173,150,5674.098633,6674.728027,172306.125,94,296,214.1527405,153.0814819,1.4214916,109865.8438,1277.728027,344.3386536,188.3449097,1.1825085,347.4675293,611.8804932,91046.90625,0.5118283,0.0238536,165,7408.355469,7447.28125,177795.4844,100,314,226.1048126,155.8324585,1.4580177,299363.7188,2087.543457,487.5136108,200.2690582,1.1584092,354.2695618,614.8433838,92488.04688,0.5112133,0.0226208,179,9156.405273,8262.335938,180283.8281,108,341,232.5039825,157.4924774,1.4754236,445929.2813,2494.516846,490.3833618,226.9567261,1.110445,364.9253845,618.3413086,94614.13281,0.5105319,0.0212546,216,12463.11621,9823.833008,183590.5469,134,420,245.1590271,162.323288,1.4908133,798207.4375,3387.548584,658.277832,294.3525085,1.1440511,2051.178955,5262.667969,4759242.5,0.5037957,0.0075951,2732,108571.0547,108961.125,9446771,1462,4712,2012.118897,964.2145996,2.0698383,5539375,8738.858398,1692.228027,324.6228943,1.0970812,17
4,32.9062157,1,265.5021057,2.6476793,114.8485031,149.2041626,143.9100189,53.2685013,0.7140538,29.1938782,0.3769296,0.9575524,2,36.4502792,265.5021057,36.4502792,3,9,11.6742783,5.0189528,2.5249577,72.2663345,36.9314194,34.4942169,156.1643677,1.5019176,184.2246246,24.283432,2424.253906,0.6936808,0.3974112,17,640.7878418,1269.839356,4365.883301,11,33,42.702961,26.8370361,2.0836132,12908.16992,560.7892456,221.024353,201.1309662,1.9387633,260.3635864,98.2676163,20804.59961,2.2341375,0.1645045,34,1110.806885,2109.25415,24682.08789,23,71,73.2779312,44.0958405,1.8531759,21913.33203,627.7050781,221.024353,201.1309662,1.4308463,327.0944214,314.9526062,132441.2969,3.3822074,0.031989,60,1985.968384,3278.125732,99496.50781,40,126,112.0871735,69.8128204,1.9123135,48770.87109,861.6496582,228.3410797,163.4676514,1.2114097,373.6594238,459.1448669,436861.0625,4.4097753,0.0379083,110,3756.043213,5394.886719,163389.6094,67,211,136.9340973,84.7278671,1.8397127,78009.77344,1086.623657,343.098938,147.1182251,1.2044796,381.2945557,474.6396179,710493.25,4.8195758,0.0355835,137,5000.479004,6266.193359,171632.5,84,264,140.5552979,86.6551819,1.8361212,100314.8984,1215.027466,366.4455566,146.1114502,1.1711079,383.9789124,477.1873779,810538.75,4.6549501,0.0349026,159,6676.516602,7172.635254,173308.5469,95,299,144.1555023,88.4822693,1.8782212,180351.8438,1650.262573,485.5375366,144.1272736,1.2016435,395.5533752,484.2964783,816138.0625,4.5355916,0.030203,166,7615.737793,7502.728516,178743.1719,98,308,155.8764648,89.5889664,1.9572234,236120.75,1880.787109,485.5375366,144.1272736,1.192162,399.4525146,486.1655884,817155.0625,4.4749908,0.0289491,180,9189.073242,8273.075195,180316.5,111,349,160.9763336,92.0812683,1.9592814,443252.8438,2495.375977,505.6621399,188.755661,1.1179197,410.2559509,489.8670654,819472.0625,4.3968296,0.0285315,212,12737.18359,10090.45703,183864.6094,129,404,175.2684479,98.5074081,1.9694005,810642.25,3392.787598,717.2006226,92.686203,1.1299891,2058.738037,5114.595215,5492370.5,0.5814019,0.0095165,2732,108571.0547,108961.125,9446771,1462,4712,2053.856201,886.59729,2.3187373,5539375,8738.858398,1666.530396,199.5148468,1.0970812,435
6,214.9317627,1,586.6074829,2.5943558,338.8384705,394.4065857,394.8685303,131.1361084,522.84021,22854.4082,0.3333333,1,1,214.9317627,586.6074219,68563.22656,0,0,71.6439209,27.615303,2.5943558,2751.398193,222.755188,53.3623619,348.4979858,1.4351337,131.1361084,522.84021,22854.4082,0.3333333,1,1,214.9317627,586.6074219,68563.22656,1,3,71.6439209,27.615303,2.5943558,2751.398193,222.755188,53.3623619,348.4979858,1.4351337,181.7076569,691.8922729,353228.7188,1.054325,1.9231132,10,473.8257141,646.8584595,112242.7969,8,31,112.1037979,56.0442696,2.2899857,13274.83594,548.097168,161.7221832,139.476181,1.800844,269.8261108,1041.906372,1374121.25,2.2757099,3.9416642,37,1680.46167,1340.911011,234257.4375,29,98,166.1608887,93.3584595,2.0046957,56478.42188,960.4898682,199.1693268,137.9648132,1.2998497,384.0110168,1934.899414,3940184.5,4.6563287,8.4565048,107,4682.736816,4173.07959,635521.375,71,233,243.0437012,129.3286285,2.0225904,207448.0156,1731.558838,323.125946,238.1619873,1.1501523,445.921936,2669.846436,7190765,6.8251095,12.7385826,199,8232.304688,7335.027344,1034555.688,125,407,281.1952209,157.7369232,1.9056876,363774.4063,2318.953125,478.9413452,224.1823273,1.1763645,479.3964539,2993.296631,11854467,8.9432793,16.9601002,330,12711.40234,10277.06445,1243050.5,206,666,305.3464661,179.5381012,1.8352128,529055.9375,2695.311035,529.0132446,293.2218933,1.0927135,528.4065552,3344.444824,16958138,11.0800629,21.2207184,474,17934.81641,13605.10938,1508722.25,297,961,340.6323853,203.825882,1.7949795,848780.3125,3570.322754,766.9074707,219.1604919,1.1951153,597.6557617,3834.860352,23748096,13.5991402,26.2457829,669,24087.54102,19390.22852,1924500.25,407,1320,375.4234009,222.9818573,1.7985076,970657.25,3675.04541,766.9074707,219.1604919,1.1072601,647.6383057,4176.171875,29908670,14.6049652,28.2506123,837,29081.51758,24188.5918,2247084.75,484,1575,404.6026306,229.8390961,1.8910313,1058274.25,3863.158936,826.3548584,217.6395264,1.1222175,1461.530273,8669.140625,98335048,10.4093819,19.8284397,2732,108571.0547,108961.125,9446771,1462,4712,1361.984985,907.1079102,1.6565416,5539375,8738.858398,2632.146484,173.5136871,1.0970812,132
2,35.2193909,1,85.500679,1.0357964,291.4358826,59.4855347,60.3600349,20.0669575,693.2807007,11583.78516,0.8253294,1.9835314,2,40.0232277,85.500679,13902.46387,1,3,11.7426558,11.3363438,1.0358249,96.028801,75.3364716,29.1250515,286.8770447,4.7032623,22.5102177,694.5951538,32541.74609,1.8655027,4.0428414,5,262.9640198,322.9023438,14125.40527,2,6,12.9893475,12.066226,1.044683,4885.485352,321.6776428,114.053093,104.6156769,1.6854823,23.5225487,694.7838135,46466.51172,0.5593523,1.4255254,7,317.1729736,387.4671936,14179.61328,5,17,13.6291943,12.4471531,1.046876,7650.639648,366.0284729,126.5237961,101.3346024,1.3935486,305.2681274,916.8536377,328996.4375,1.0601397,1.3199124,41,1416.148804,691.8689575,92821.375,34,117,191.7853241,62.2139282,3.1168716,55127.60938,1209.539429,312.598877,116.1687088,2.11184,411.3295593,1574.387817,919457.5625,1.5926433,2.2335055,106,4013.998047,2602.423828,384293.3125,67,221,263.256012,67.7741089,4.9032397,152805.3281,1597.098267,399.2146301,117.3288269,1.3283572,473.6617737,2147.084473,1500535.625,1.7186397,2.4638007,169,6972.692871,5551.903809,698692.125,105,345,303.7264404,107.7722626,6.9964623,323925.7813,2181.337647,481.8554993,123.1217117,1.1689352,532.552124,2613.922852,2364417.25,2.2202563,3.4588795,271,11570.35742,8901.756836,1008894.188,169,551,350.8262329,157.4534454,5.5733113,497363.4375,2664.00708,554.7911377,125.1211929,1.1354997,600.3128052,3265.86377,3620415.75,2.640343,4.293107,421,16757.20898,13726.75781,1491832.75,256,832,385.8933716,180.5541992,5.4242597,658574.5625,3046.66919,614.3865356,129.7020874,1.1215943,668.9486694,3908.643555,5062398,2.8888009,4.7866807,587,20989.875,16161.97656,2040990.625,351,1139,429.4198914,202.1183319,6.3013577,841024.8125,3410.390137,744.4505615,123.3013382,1.1004986,699.1776733,4174.268555,6431645,3.18134,5.3707652,762,26610.80078,21522.67383,2291803.5,444,1445,450.6090393,215.0683899,6.5108929,1088630.625,3850.304932,751.0714722,204.421875,1.0836769,1549.666992,8356.845703,23698324,2.5086164,4.0191941,2732,108571.0547,108961.125,9446771,1462,4712,1462.766968,935.0636597,2.9859586,5539375,8738.858398,2745.233398,170.1217346,1.0970812,142
6,35.0009537,0.9999999,2.1924791,1.000183,67.5901489,18.5967159,13.6723166,68.2377319,3929.890869,195434.1563,1.6527224,1.3999436,11,361.1106262,281.7392883,132811.6719,9,31,39.804184,30.3981018,1.3023262,7142.770508,339.1118774,74.1955338,200.1731567,1.2811779,104.8614883,5752.388672,1916528.875,6.8782969,1.6691955,28,1352.214233,1625.338867,358846.2188,19,64,73.508194,54.8173714,1.3457255,42989.95313,827.3043823,234.8251495,247.22612,1.2669336,151.0240326,6380.579102,5041517,11.9669571,2.0016527,60,2355.310059,2425.072266,518103.25,37,122,100.4138489,70.4331131,1.4731857,79408.75781,1102.324341,239.1556396,324.89505,1.2177007,197.1937714,6794.032715,9522890,15.8532677,2.852649,119,4087.90625,3922.022705,666025.9375,80,261,140.2296906,96.3613052,1.4885888,148132.6406,1494.662354,327.9356689,313.6681824,1.2001225,282.7498474,7504.332031,18516146,23.3998203,4.6828012,261,7313.269043,6034.804688,990707.625,179,573,212.2405701,146.3941956,1.4924375,249076.9375,1899.841431,361.3956604,313.8311157,1.1531646,362.6333313,8280.512695,36774308,36.0748558,5.8161197,447,12052.35938,10283.87598,1415775,286,921,276.5979919,190.7240448,1.4833665,418953.9063,2522.937012,548.3746338,309.7967529,1.209029,393.1177979,8537.538086,56600912,44.3733444,6.0753903,600,17956.90625,15904.72754,1582776,360,1168,295.0115662,204.1362457,1.4790351,609033.4375,2939.616211,642.1637573,303.3142395,1.1290944,435.6777344,8807.541992,72602816,48.1983833,5.8028135,702,22677.14648,20552.66211,1788540.375,413,1338,318.915741,221.2760315,1.4733276,695338.125,3123.827393,702.2842407,292.3174133,1.1167814,500.2579041,9188.888672,86033232,48.7658539,5.1840229,809,28447.73047,25254.59766,2114222.75,470,1518,356.0525208,246.6964111,1.4712167,1073312.875,3892.297852,759.9416504,304.166687,1.1232487,580.5765991,9681.068359,97249544,47.1648636,5.1694903,981,33650.58984,29567.33398,2579278.5,567,1838,403.6758423,269.3325195,1.5184324,1188562.25,4076.407227,837.4511108,302.4003296,1.1125597,1427.369263,13897,221122720,23.4072285,3.2289989,2732,108571.0547,108961.125,9446771,1462,4712,1369.044678,856.2575073,1.6101576,5539375,8738.858398,2495.357178,175.1146088,1.0970812,56
4,10.5801888,1,0,1,189.7553558,3.494544,5.2900944,55.2840157,3354.000977,38402.25391,0.6377339,0.3453135,5,134.7742157,86.2182999,64429.21484,3,10,22.3186913,17.8766079,1.2488265,513.0595093,161.5186768,61.4433327,100.5173111,4.0463915,109.7761307,3753.395264,201382.9063,1.5055021,0.4452889,16,558.2885742,336.6568604,126861.6094,10,33,44.3721848,32.6111832,1.3121767,12193.99609,486.1545715,130.855484,163.0059509,1.5423851,204.6395874,4593.222168,955940.875,3.0717027,0.6499817,52,1736.376831,1153.833496,343746.1875,37,117,94.9023361,66.7999802,1.477551,49574.85547,952.7921753,263.3348389,170.9695892,1.4572197,240.5815125,4933.728027,2149357.25,4.0357041,1.1415327,139,3823.537109,3414.112793,460473.375,96,307,119.7262268,83.0165939,1.4879905,121285.6875,1346.227417,282.5343323,167.5647736,1.1890974,337.1261902,5738.854981,3070311.5,4.0446539,1.7800046,302,7353.449707,6104.743652,827689.75,197,636,195.0312347,126.2017136,1.6209207,199071.9063,1809.305786,399.5504456,173.8069458,1.3085916,389.8879395,6175.461914,3708422,3.6511197,1.8769059,435,10397.3457,8210.15625,1074475,277,895,244.4377594,161.0993347,1.6057792,281691.625,2076.56543,437.4136658,165.9137115,1.2181687,449.1525879,6649.025391,4072473,3.1386726,1.8358468,558,15114.03516,12860.20801,1384066.75,336,1083,293.0623169,196.1777496,1.5830326,424581.0313,2527.082275,548.3572388,307.1997375,1.1969289,477.0509644,6856.600098,4273184,2.7416859,1.5414858,631,19601.68359,17176.93555,1535732.875,370,1196,315.6788025,211.7917633,1.5761286,691081,3180.263916,658.8312378,306.0269165,1.1646287,508.6600037,7024.128906,4469193.5,2.4710867,1.3700063,707,23060.37305,20628.69141,1677995.875,423,1367,337.0265808,225.5961151,1.5750983,777664.75,3365.212402,711.2416992,299.5056763,1.1588379,588.0368042,7407.468262,4852481,2.2238915,1.299003,826,28946.17969,25535.41406,2042937.125,486,1568,386.6118774,257.0699158,1.5718843,1124828.25,4026.193359,790.8045654,303.5509033,1.1468145,1544.212402,11821.60938,11770850,1.2460183,0.9760711,2732,108571.0547,108961.125,9446771,1462,4712,1426.909302,872.5761719,1.6690477,5539375,8738.858398,2479.008057,176.2000427,1.0970812,111
5,25.5924721,1,0,1,34.8444443,12.796236,12.2173862,63.2791977,3395.271729,104683.1641,4.4343557,6.7128181,13,545.2358398,222.3002319,98105.33594,9,29,48.8246193,40.122715,1.194857,10740.52246,524.7676392,152.1855316,313.940979,2.0403223,121.5423508,4095.397705,1290301.625,14.215497,4.2085514,40,1204.832153,932.5877075,213842.1875,28,91,83.7201385,71.7656631,1.1748022,38767.83203,881.6123047,204.7054138,306.0967407,1.5954158,178.4069824,4973.782715,5491152,18.5313721,3.9411142,103,3166.878906,2927.005859,418922.9688,73,237,132.0172119,99.6670303,1.3979387,109446.2734,1339.82605,311.4411926,303.674408,1.3052268,260.8199463,6354.096191,18028400,38.7717094,6.1653485,226,6326.288086,5452.038086,879886.4375,155,493,192.8265076,147.8874054,1.3819549,221228.2344,1837.793213,398.3513794,301.5072632,1.2149066,317.5913696,7279.593262,44645556,67.1772919,6.6306858,378,11533.39453,9678.47168,1285932.875,241,775,245.9285278,190.8495789,1.3510996,459015,2605.944336,565.5385132,266.6518555,1.1773174,348.9024658,7637.964356,83516280,90.2758484,6.4791336,559,17132.22266,13839.52051,1483569.625,343,1111,269.8242798,210.9594727,1.3389037,605808.625,2923.853272,618.5651855,297.1342773,1.122964,381.2162781,7911.918945,130692344,108.9427567,5.9073443,663,21270.04492,18000.44141,1661512.375,393,1275,289.266449,226.3754578,1.3319968,763000.125,3373.753174,718.2658081,299.5304871,1.1871132,443.3403625,8356.595703,172390624,116.7464905,4.8824844,751,26398.35938,23391.21484,1995509.25,434,1407,321.4880981,247.1366272,1.3426512,999313.25,3742.704346,798.213562,231.6200256,1.1154742,506.1530762,8780.59082,212438752,122.1216125,4.3722405,868,30876.77344,26349.67188,2356834.75,501,1627,360.9571228,262.8153381,1.3974884,1166605.125,4043.574463,839.2722168,225.4161377,1.115314,558.1124878,9117.415039,251184256,123.7236328,3.9450657,990,34594.52734,29340.99414,2674399.25,567,1837,405.3085022,284.8920898,1.4308697,1444694,4461.71582,885.2958374,251.7209167,1.0965239,1344.496338,13493.77637,728828608,77.1510849,2.3610232,2732,108571.0547,108961.125,9446771,1462,4712,1372.537476,906.5828857,1.541135,5539375,8738.858398,2564.234863,175.5626068,1.0970812,96
6,52.003727,1,39.9347458,1.0132344,281.5926819,44.4533386,45.9519882,66.9957733,1922.473145,121751.2813,2.6439633,3.5447371,10,321.6051331,171.9550629,79441.45313,8,29,50.6084976,41.7715492,1.3751504,9121.691406,423.5117493,102.1495743,303.1106873,1.5647526,129.2504883,3394.678711,1081607,10.8500042,9.0981808,55,1653.151978,663.7672119,296318.9688,38,125,79.6219177,62.5730438,1.3775522,57612.22266,1045.352417,234.0928192,299.2998047,1.5093882,174.4289551,4242.583984,4191913.25,16.7405872,12.3358936,111,3846.757813,2652.303955,498470.6875,70,230,110.873436,81.8854218,1.4857233,195533.2031,1746.095825,346.5143738,119.7296371,1.2408115,232.2416077,5046.061035,10923146,25.3206348,12.4048777,187,7310.097168,6041.236816,768747.0625,122,399,157.9407654,111.3028488,1.5021868,357699.5,2258.34375,429.5466309,127.2490463,1.1346239,319.5401611,6157.318359,28025186,43.0954132,16.9648438,315,12508.49023,10748.21191,1270854.375,198,642,228.3970947,163.6152649,1.4820526,509302.9375,2677.611816,510.2221985,134.6867828,1.1202351,375.6451721,6908.688965,62383044,63.0495377,13.6603832,474,17702.13672,14332.33301,1682230.125,291,948,258.3994751,177.7406921,1.6130553,701550.375,3221.327881,589.2698975,295.5667725,1.1770668,432.8370667,7629.004883,123149160,93.7477188,12.4659138,657,22716.94727,17895.60938,2143484.25,389,1269,302.6235962,200.2098541,1.855918,968647.6875,3724.56958,768.1439209,210.8369141,1.1396631,455.7391357,7861.677246,205232592,129.7224884,11.1141701,801,27769.43359,22556.93164,2315583,460,1498,320.7817688,210.2010651,1.9131348,1104260,3882.38208,768.1439209,210.8369141,1.0862139,492.1029968,8138.349609,312969440,168.9589233,8.8699408,917,30997.05273,26567.07813,2550543.5,519,1688,352.2824402,226.2846069,1.9723092,1160282.625,3966.494141,829.9736938,209.9307556,1.0790461,532.3748169,8397.773438,442889632,207.4264984,9.1843824,999,36534.55078,30516.18164,2796708,558,1816,394.9565125,254.0864868,1.9569819,1464414,4497.046875,931.0044556,103.25737,1.098958,1305.647949,12762.64355,4858998272,514.3554688,4.4215965,2732,108571.0547,108961.125,9446771,1462,4712,1327.133545,929.2550049,1.6034997,5539375,8738.858398,2708.216309,171.7696533,1.0970812,805
5,25.6433144,1,32.2172089,1.0375681,273.5230713,28.8283119,28.9083118,77.5754318,191.6694183,19228.99609,2.1880736,1.4016985,12,204.3216095,271.5843506,12184.53516,9,30,31.672554,29.1076145,1.0975332,3840.410156,275.7675781,77.8939896,299.2184143,1.5757922,149.3826447,686.1797485,330869.4375,5.0250049,0.3842086,32,1052.866699,877.7244263,90156.65625,21,71,78.2959442,64.075676,1.2880478,34707.95313,798.8518677,182.0823822,304.6983643,1.4631661,218.7731171,1310.542603,1300851.375,6.0790491,0.3851503,79,2579.962402,1740.111084,249634.1094,51,172,107.456192,75.6833267,1.452064,85996.96875,1176.393555,284.8594971,291.6476135,1.2805964,300.7416382,2526.003174,4459609.5,8.4363546,0.3194568,142,5103.683106,4066.409668,671277.8125,85,281,141.1709442,72.526207,2.1916447,204685.4375,1854.954834,405.2324524,119.7647476,1.3377343,357.5475769,3324.092529,10397805,11.9022913,0.2553359,235,8686.957031,7167.73291,1037936,135,447,188.9143524,105.1737061,2.2396712,330804.7188,2219.576172,471.2832336,126.5622406,1.1851097,416.5571899,4126.383301,21413450,17.4599934,0.2398663,343,12242.42285,10398.00684,1481549.875,198,651,223.1692505,116.4275818,2.5254571,509450.875,2728.656982,549.2897339,125.383728,1.1630161,470.5997925,4880.344727,39216408,24.9458714,0.1410208,483,16344.17383,14235.46777,1961323.25,275,898,280.2866516,162.2785339,2.5070097,653967,3044.251953,643.489624,130.9287415,1.127705,499.6757202,5172.858887,59130344,32.8871498,0.1306921,606,21385.62109,16863.33008,2182588.75,348,1132,311.7132568,188.223175,2.4705987,943141.5625,3682.286621,771.8846436,124.5573807,1.1440591,528.5412598,5415.816406,87721528,44.3803902,0.1197813,754,25314.92969,20217.12891,2386018.25,431,1406,350.8572083,223.0842285,2.3708065,1084657.375,3847.430176,772.3553467,202.6157227,1.0860231,543.1984253,5508.354004,131599984,61.127224,0.1132349,866,29823.80078,25171.22266,2473263.25,489,1593,368.4740601,237.0403442,2.3362134,1143467.125,3935.602783,823.9522705,201.9484863,1.077926,1446.046509,9712.53125,2296548096,243.1040344,0.0741603,2732,108571.0547,108961.125,9446771,1462,4712,1425.890137,960.5551147,1.7337538,5539375,8738.858398,2776.236572,169.9501801,1.0970812,144
5,11.9991932,1,9.4261417,1.0031966,30.9440346,10.7126675,10.5667181,65.8028793,767.0116577,24582.88672,0.6221334,0.2346894,7,121.7003479,221.1636658,48273.19531,7,23,23.851387,20.4900703,1.1802335,1198.227661,137.5510864,42.8409271,226.496994,1.2565472,112.6776276,1149.514648,216520,2.6761487,0.0357272,20,345.9888306,533.7479858,106174.8125,15,48,43.5060043,36.7246323,1.1937318,4350.408691,298.4334106,81.9262695,220.4073334,1.629127,200.0956573,1849.269653,896145.25,3.9877775,0.0205003,47,997.3942871,1497.463989,280731.375,33,110,65.0273514,38.6660995,1.8513045,37200.10938,778.0786133,196.9064484,36.6443024,1.2950689,277.2044983,2578.961914,2293639.25,4.6538396,0.0391976,112,2679.455078,2709.406494,541491.9375,66,224,105.6696091,56.2642746,2.0123029,88161.83594,1181.732666,262.8867798,294.6123352,1.260515,349.6547241,3465.877197,5180315,7.3578973,0.0524549,196,5172.568359,4566.729981,938098.5,109,367,148.6490326,70.9369888,2.1610937,193367.3281,1781.364258,362.0055847,300.0662537,1.3059077,403.720459,4167.149414,11152696,12.4640865,0.0498112,275,7686.615723,6850.467285,1314882.125,151,503,174.9265442,75.5451431,2.5537477,301129.2188,2140.145996,477.6603394,117.5339127,1.2103864,441.0767517,4543.260742,18340046,16.1611958,0.0444502,340,11415.62305,10057.62793,1556831.625,184,609,209.9406433,103.9339905,2.4911518,449675.4063,2562.41919,528.2313843,123.0421906,1.1619605,496.8514709,4990.462891,24721118,17.3752594,0.0400955,431,14895.40918,13117.3291,1893931,240,785,265.8796082,149.0374908,2.4344752,603577.5625,2944.773438,633.9627686,130.0340576,1.1433017,528.8412476,5216.450195,33001942,19.0171566,0.041572,541,19219.80859,16209.14063,2084850.625,304,990,299.4779053,177.7185364,2.3381989,793532.25,3398.995117,693.4031372,123.3820648,1.1585816,569.1188965,5447.593262,45375352,21.8953609,0.0414769,677,23352.12109,18547.40234,2304593.75,387,1261,345.9711914,216.8551331,2.244009,1072072.875,3835.3125,790.8577881,123.2377014,1.091861,1573.959595,9439.481445,325004896,34.4038086,0.0347016,2732,108571.0547,108961.125,9446771,1462,4712,1462.379517,956.7351074,1.7342281,5539375,8738.858398,2776.581787,169.4104462,1.0970812,85
