LConn,LLen,LFrac,LAC,LSin,LBear,HMf,HMb,MHDWp100,NQPDHWp100,BtHWp100,TPBtHWp100,TPDWp100,Lnk100,Len100,AngD100,WtWp100,Jnc100,Con100,MGLHWp100,MCFWp100,DivHWp100,HullA100,HullP100,HullR100,HullB100,HullSI100,MHDWp200,NQPDHWp200,BtHWp200,TPBtHWp200,TPDWp200,Lnk200,Len200,AngD200,WtWp200,Jnc200,Con200,MGLHWp200,MCFWp200,DivHWp200,HullA200,HullP200,HullR200,HullB200,HullSI200,MHDWp300,NQPDHWp300,BtHWp300,TPBtHWp300,TPDWp300,Lnk300,Len300,AngD300,WtWp300,Jnc300,Con300,MGLHWp300,MCFWp300,DivHWp300,HullA300,HullP300,HullR300,HullB300,HullSI300,MHDWp400,NQPDHWp400,BtHWp400,TPBtHWp400,TPDWp400,Lnk400,Len400,AngD400,WtWp400,Jnc400,Con400,MGLHWp400,MCFWp400,DivHWp400,HullA400,HullP400,HullR400,HullB400,HullSI400,MHDWp500,NQPDHWp500,BtHWp500,TPBtHWp500,TPDWp500,Lnk500,Len500,AngD500,WtWp500,Jnc500,Con500,MGLHWp500,MCFWp500,DivHWp500,HullA500,HullP500,HullR500,HullB500,HullSI500,MHDWp600,NQPDHWp600,BtHWp600,TPBtHWp600,TPDWp600,Lnk600,Len600,AngD600,WtWp600,Jnc600,Con600,MGLHWp600,MCFWp600,DivHWp600,HullA600,HullP600,HullR600,HullB600,HullSI600,MHDWp700,NQPDHWp700,BtHWp700,TPBtHWp700,TPDWp700,Lnk700,Len700,AngD700,WtWp700,Jnc700,Con700,MGLHWp700,MCFWp700,DivHWp700,HullA700,HullP700,HullR700,HullB700,HullSI700,MHDWp800,NQPDHWp800,BtHWp800,TPBtHWp800,TPDWp800,Lnk800,Len800,AngD800,WtWp800,Jnc800,Con800,MGLHWp800,MCFWp800,DivHWp800,HullA800,HullP800,HullR800,HullB800,HullSI800,MHDWp900,NQPDHWp900,BtHWp900,TPBtHWp900,TPDWp900,Lnk900,Len900,AngD900,WtWp900,Jnc900,Con900,MGLHWp900,MCFWp900,DivHWp900,HullA900,HullP900,HullR900,HullB900,HullSI900,MHDWp1000,NQPDHWp1000,BtHWp1000,TPBtHWp1000,TPDWp1000,Lnk1000,Len1000,AngD1000,WtWp1000,Jnc1000,Con1000,MGLHWp1000,MCFWp1000,DivHWp1000,HullA1000,HullP1000,HullR1000,HullB1000,HullSI1000,MHDWpn,NQPDHWpn,BtHWpn,TPBtHWpn,TPDWpn,Lnkn,Lenn,AngDn,WtWpn,Jncn,Conn,MGLHWpn,MCFWpn,DivHWpn,HullAn,HullPn,HullRn,HullBn,HullSIn,Weekday
4,16.5803566,1,0,1,299.817749,8.2901783,7.7357283,39.8867149,126.9616547,5577.619141,3.1660295,1.2229282,14,205.4200592,258.9535522,1639.12439,10,33,32.5993118,31.2011509,1.0479709,2774.699951,242.5420227,83.2179794,84.7174759,1.6871283,165.2523651,653.8447876,146519.1719,1.950568,0.2026267,33,1001.758667,778.8192139,88124.79688,22,76,92.8150482,60.6066704,2.1218767,36930.21484,813.9680176,193.7260742,46.5349388,1.427654,223.2670898,1195.676025,525379.75,2.9136791,0.1905482,67,2556.331787,1805.900879,227105.7188,46,156,128.0969391,91.8702469,1.6938516,99864.375,1267.798096,259.8356628,285.637207,1.2807953,305.7070007,2269.635498,1741804.75,4.6557565,0.241329,140,5017.448731,3836.010498,605583.4375,84,278,171.6195068,91.3509598,2.3321872,199846.1094,1784.479248,390.3414917,118.6150131,1.2679948,351.9084167,2934.084717,4321495.5,8.1006021,0.1854595,226,8224.675781,6200.104004,900996.5,129,428,199.1960449,107.2834015,2.2786682,361962.125,2370.960449,509.4328918,118.7711105,1.2358781,415.447876,3791.860352,9612544,14.102313,0.1408742,320,11603.08398,9721.077148,1362450.875,180,594,248.2845459,138.6164246,2.2121789,494456.7813,2699.79834,590.6536255,124.3598251,1.1730714,479.5119629,4621.383301,17973634,18.8948402,0.0844179,443,15435.98535,13413.73828,1895342.625,252,823,310.2056885,187.3034973,2.1928194,623428.1875,2959.427002,667.2872314,130.3650818,1.1179411,507.524292,4913.040039,27903162,22.3653946,0.0788154,563,19854.46875,16324.66992,2113830.75,320,1043,339.5704651,212.2252197,2.1561146,832635.8125,3507.6875,726.0948486,123.9896469,1.1759175,538.9378662,5169.427734,38667632,24.6639786,0.0723491,699,23776.42188,18961.8418,2330441.75,405,1322,383.3255005,251.2440796,2.075803,1072072.875,3835.3125,823.5369873,123.7790833,1.091861,556.7927246,5288.199219,47704352,25.0731964,0.0703133,828,27970.98047,22966.69141,2441129.5,471,1533,404.682251,269.0710754,2.0423934,1106764.125,3882.722656,849.4649658,145.9642029,1.0839463,1476.302612,9434.393555,75016456,7.9409623,0.0479503,2732,108571.0547,108961.125,9446771,1462,4712,1476.498779,980.2122192,1.6748993,5539375,8738.858398,2804.887451,169.0384216,1.0970812,232
6,67.3898773,1,9.1186266,1.0021362,189.2943878,37.619503,36.6914024,53.8014603,2508.011231,168479.4844,3.0730131,4.3763242,11,297.2728882,66.0890198,68418.50781,10,33,58.1043816,54.3908119,1.0534594,6487.321289,401.0674133,121.2012482,24.4126186,1.9731472,122.6816483,3696.159668,1264157,9.0257969,7.1825128,33,1323.238648,872.1558228,243586.8438,21,70,100.1270447,83.7929459,1.2041839,46234.35938,924.8880615,225.9330597,114.7110901,1.4723248,171.6371307,4261.476074,4838832.5,19.0307388,11.1564093,86,3263.658936,2492.906494,385565.0938,62,201,131.0876312,109.0166626,1.2310687,127415.4531,1405.354004,327.8407898,328.6152649,1.233501,252.0104828,5116.483398,14275464,35.7431412,15.8500662,209,6428.384277,6001.206543,687492.875,139,455,199.2635803,153.0590363,1.3038237,178917.5625,1643.858276,348.3838806,328.043396,1.2018932,305.5886841,5759.132324,36268956,60.0548592,13.4267778,320,10054.68066,8855.910156,967650.0625,198,645,235.3883057,169.4385681,1.3844202,304627.7813,2097.800537,409.9301453,354.8839111,1.149606,339.6466675,6035.157227,67224296,77.6813202,12.5882092,450,14012.25391,12217.62793,1120503.875,286,922,248.042923,177.7518616,1.3945342,434747.2813,2498.430908,456.6608887,216.3167114,1.1425835,405.4677734,6492.306152,98041856,83.4822617,13.2757082,660,19388.98828,17808.87109,1418537.125,410,1326,290.8933105,204.9845428,1.4127645,623958.1875,2996.914551,643.4417725,7.013917,1.1454691,500.8310547,7196.118652,136796240,87.0061111,12.2179136,864,25263.73633,23025.93945,1949479.375,526,1699,385.7283936,257.0382996,1.4703412,745916.0625,3274.253906,670.1122437,2.9436069,1.1437336,589.9856567,7986.145508,182635328,86.8164749,11.8358564,1086,32487.13086,30271.08789,2619696.25,644,2077,445.8760986,295.8065186,1.4818666,1145973.5,4115.766602,877.5100708,201.3977051,1.1762971,655.8428345,8568.898438,239474560,89.9477844,11.6600895,1276,39838.26563,37501.06641,3180621.5,743,2398,490.2446289,327.2403259,1.4816242,1493559.375,4661.988281,927.7971802,5.5112205,1.1580038,1326.457275,12668.21094,838493248,88.7597733,6.2170253,2732,108571.0547,108961.125,9446771,1462,4712,1210.141235,739.9602051,1.6296005,5539375,8738.858398,2284.347412,173.8403015,1.0970812,287
4,74.2898102,1,182.3101807,2.9141233,176.2863159,127.8807373,125.7109375,45.1833763,110.4522171,3229.933106,0.6148407,0.8270981,2,165.8023376,182.3101807,4974.070313,2,6,56.8517532,49.4471321,1.8590572,1260.041138,276.4101868,130.2308044,218.3367767,4.8251801,109.0878067,156.8131561,17890.95117,1.5984987,1.7486669,8,396.6225891,781.9317627,11927.89844,6,18,86.9502411,66.894043,1.568535,5984.156738,330.090271,138.8700256,217.4305725,1.4489474,149.5042572,175.9806976,53710.92188,3.4373362,2.2736771,16,811.7694092,1268.180664,16694.96289,10,30,97.1700058,74.2661514,1.5307037,19593.14453,628.7632446,197.4900208,213.6220551,1.6056848,162.8281097,178.7728271,100669.1484,3.9289794,2.2676117,40,1747.687988,1500.075806,17739.51758,28,91,106.1581573,78.8921356,1.5459176,75094.07813,1188.828003,275.6588745,212.5971527,1.497692,292.210144,212.1699371,219070.5313,4.4507003,2.5322387,97,4022.294678,3150.960938,32601.68359,62,200,184.3291931,120.5115356,1.5934379,166465.625,1574.553711,334.5549011,248.6797485,1.1851697,452.5310669,293.9009399,540622.3125,5.1748233,2.6428254,200,7515.708008,5473.981445,78735.10938,124,406,327.2414856,198.1452179,1.6813898,305916.3125,2183.842773,491.115387,264.5481873,1.2405957,563.9158936,407.0383606,1183664.625,6.2000899,1.7519375,304,10228.97852,7575.573242,155394.9219,194,629,398.4507446,223.9048157,1.7900901,431040.5313,2536.131348,511.9475403,261.2263794,1.1874504,680.0083008,780.8009644,2460302.5,7.7421675,1.4176773,489,16000.49707,11642.65039,433519.375,306,992,512.9718628,254.3202209,2.0409851,755267.75,3243.358643,687.0325928,217.240799,1.1083556,786.5803833,1476.068359,4816365,9.230587,1.0836607,677,22521.42578,17594.16992,1033391.875,419,1349,669.286499,354.2715149,1.9643673,989868.375,3669.664063,735.4741821,166.7160187,1.0825932,837.5339966,1982.008179,8643848,10.7063999,1.1653701,944,29244.71289,24837.60742,1512265.375,585,1876,710.6425781,368.9696045,2.0180497,1179164.75,4068.307617,788.3866577,277.6731873,1.1169744,1481.59021,7311.391113,122330632,12.9494648,0.644537,2732,108571.0547,108961.125,9446771,1462,4712,1356.352417,738.0282593,1.9253705,5539375,8738.858398,2006.766846,175.7271729,1.0970812,164
4,78.6385574,1,168.5728455,1.3067988,13.4159479,121.4931488,122.6184006,46.4461632,60.3325806,2100.045166,0.5173584,1.2319607,1.9999999,87.5773163,168.5728455,2627.319336,3,9,28.0067635,21.482708,1.3048342,878.0858154,138.3851929,44.8989563,18.836071,1.7355311,137.0200653,132.4601593,15919.56738,1.418027,2.0647829,9,457.434845,845.7746582,13752.26563,5,15,85.4299774,53.7281075,1.7135311,9407.848633,404.4602356,114.9905319,41.3286057,1.3837303,144.3066101,135.7486267,18702.35742,1.2504476,1.5609546,10,486.0489197,1018.018982,14610.68848,6,18,88.9380569,54.4701805,1.7413603,10119.53711,406.5748596,114.9905319,41.3286057,1.2999017,166.1935425,142.0784912,28933.69727,1.5622993,1.6057183,14,764.6134033,1264.092041,16647.80664,8,24,97.3654785,60.1084023,1.7409725,16963.54883,560.2313843,175.0526276,49.3137779,1.4723407,220.1619415,150.3720551,44984.05859,1.5494891,1.6462369,26,1038.469238,1586.81897,20438.65039,19,61,119.0529327,72.2675934,1.7496899,30698.92773,784.9085693,196.8190155,48.1567001,1.5970005,291.0107117,159.4506989,92395.82031,1.4044058,1.4937116,63,3024.858398,2536.724121,25614.21484,42,137,174.2963104,83.5355377,2.106319,126035.9531,1395.051758,364.4059448,75.1259689,1.2287862,450.6827393,189.5263977,200171.0469,1.2268677,1.2764018,143,5028.899902,3679.908936,45354.66016,100,327,301.6903687,117.446312,2.5148563,187543.9219,1689.912231,369.5031433,77.059021,1.2117567,599.3555908,251.2843475,341127.4375,1.021853,0.9475067,245,8637.655273,6328.412598,91351.78125,156,504,418.8666687,164.4829254,2.5610116,391758.1875,2436.811768,438.026947,129.3117218,1.2061908,795.8299561,534.1176147,643201.125,0.8821949,0.7166487,396,13145.54004,9794.498047,336907.3125,251,817,579.4446411,266.8493042,2.3143766,547376.125,2812.830566,563.6408691,279.7372131,1.1502479,863.6682129,796.7515869,967811.5,0.8268932,0.6398242,567,19063.75781,14239.32031,587430.5625,360,1165,666.7440796,312.1508484,2.2481933,795836.25,3346.147217,627.2991943,121.3546982,1.1195835,1630.798096,6482.192383,7950089,0.8415669,0.6822666,2732,108571.0547,108961.125,9446771,1462,4712,1449.862549,691.6582642,2.2181933,5539375,8738.858398,1939.137817,173.2913361,1.0970812,26
2,63.0855103,1,17.379282,1.0042218,195.0765076,40.2323952,38.1111946,73.9812469,86.4105759,3245.630127,0.5049064,0.0242854,7,137.6428528,17.959362,6115.126953,7,24,44.8691025,36.602169,1.225175,1884.266602,211.9647064,69.7554703,16.0949173,1.8974699,136.9604645,1189.783936,76047.46094,0.5087903,0.0181694,29,1007.477539,865.9435425,150324.8906,22,72,101.6695251,86.4805222,1.3253137,34016.625,767.1613159,228.3907166,89.7091522,1.3768046,198.035141,1818.543335,157682.7969,0.5184843,0.0372542,83,2989.721924,2664.959717,309812.125,60,194,149.680191,126.5006409,1.3033457,124863.3125,1401.892822,402.3326111,338.5406799,1.2525207,267.5901794,2500.794678,282700.625,0.5233533,0.0468671,199,5753.09082,5393.353027,551816.1875,133,435,206.7579651,165.539093,1.3773474,170660.5313,1624.26062,422.0436707,337.5931702,1.2301794,337.1862183,3261.851563,456641.8438,0.5208263,0.0417518,315,9797.797852,8388.188477,892596.375,195,636,256.9830933,201.5905151,1.3827865,314016.3125,2109.854981,502.9916382,358.487793,1.1280884,381.437439,3718.804688,584719.25,0.5197854,0.0396485,451,14335.09961,12277.26465,1139524.875,290,936,283.8754272,213.9863434,1.4324136,453103.1563,2525.754639,535.7220459,355.7158813,1.1204058,423.3803101,4063.235596,701905.8125,0.520637,0.0413391,668,19656.25586,17571.35352,1359627.125,411,1329,309.5504456,225.1326599,1.464548,633349.875,3014.514648,740.3084106,7.9013181,1.1417769,528.9248047,4912.668457,1028461,0.5189661,0.0379765,878,26319.88477,23566.54688,1998665.625,530,1715,419.3600159,286.6329346,1.5019436,929576.875,3766.660645,780.8759155,202.3507996,1.2145567,608.4874878,5713.856934,1373488.125,0.518268,0.036569,1102,33070.28516,31235.12891,2673984.25,658,2122,470.4085999,309.7668152,1.5428553,1154851.375,4120.723145,806.9641724,5.3146372,1.1700675,678.9037476,6406.6875,1713230.375,0.5182568,0.0365401,1304,40342.65234,38454.78516,3339795.25,753,2430,516.1449585,332.0950623,1.5705193,1524507.375,4709.446289,1024.398926,6.2943149,1.1577114,1318.149902,10390.64648,4814011.5,0.5095933,0.019196,2732,108571.0547,108961.125,9446771,1462,4712,1208.696167,697.9500732,1.7359337,5539375,8738.858398,2192.81543,172.9714966,1.0970812,250
2,7.6400976,1,0,1,105.6999054,3.8200488,2.8316488,56.8113251,2808.730225,25524.80273,0.5639706,0.2017669,6,119.2016983,60.1509247,40567.39063,6,19,33.9646339,32.2732124,1.0728023,998.6804199,190.5243835,87.7611389,311.5140076,2.8924425,123.213089,3891.363281,122451.8359,0.6098683,0.2355412,28,682.9450073,280.9303589,189497.6719,19,61,68.5962601,53.0101509,1.3446351,17226.70313,584.80896,189.5018463,305.6386719,1.5798506,193.1640625,4987.225586,303612.3125,0.7488065,0.5042244,71,1777.06897,1330.714844,452986.3438,46,153,101.9373856,70.9982834,1.5161119,63754.42969,1148.231079,309.1282959,306.1850891,1.6456534,216.178009,5165.739746,395226,0.8815938,0.7689536,124,4876.807617,3498.46582,519411.9063,77,253,117.1278305,82.2034988,1.5001577,241679.9531,1953.0177,408.7076721,296.7987366,1.2559197,303.6402283,5853.913086,618341.6875,0.9699892,0.9435927,188,7896.198242,6588.444824,828625.6875,117,385,181.0240326,109.4893875,1.6707182,375397.8438,2329.214844,508.5294189,300.2494812,1.150052,403.8801575,6812.614258,1008192.313,0.9825237,0.967244,303,12070.80762,10804.18848,1363492.5,190,618,251.2129059,148.3190155,1.745648,481823.0313,2643.492676,524.9928589,299.4848328,1.1541408,462.6130981,7485.418457,1421931.375,1.0417385,1.0851429,476,17388.73438,14547.53809,1797887.375,282,916,288.0098877,159.4388275,2.0143893,640920.875,2988.180176,604.2964478,297.6436157,1.1086624,507.4076233,7941.806641,1772454.875,1.0321257,1.0656526,633,22176.72852,17381.78125,2137298.25,367,1193,333.3710938,187.052063,2.0626349,968647.6875,3724.56958,747.8699951,212.1086578,1.1396631,541.5189819,8225.564453,2072015.5,1.0607144,1.1226888,794,27102.11914,21911.43164,2377029.25,457,1486,358.7816772,199.5053406,2.1311615,1100162.375,3870.721924,755.5488281,241.3236084,1.0837204,562.9814453,8362.513672,2256316.25,1.0068523,1.014899,899,30673.45313,25725.05078,2507534.5,507,1650,376.1965332,207.5509033,2.1553776,1159402.25,3966.0271,809.4193115,211.0826874,1.0796112,1417.839966,12651.26465,7790182,0.8246396,0.6495963,2732,108571.0547,108961.125,9446771,1462,4712,1388.822388,910.0452271,1.7219726,5539375,8738.858398,2681.875,171.7695007,1.0970812,104
4,3.8112342,1,0,1,13.2929564,1.8631672,1.9056171,68.0956039,1224.697022,124022.3516,1.7545916,0.0567878,15,445.90271,138.9612274,80758.41406,11,36,36.3195763,31.9027901,1.1784282,14165.3916,504.1216431,148.2165833,95.3891296,1.4276844,112.3327255,1810.015259,1170641.625,8.0977716,0.0287975,39,1379.863037,1152.321777,168217.9219,30,98,72.2260132,64.6949158,1.1700668,42612.60156,842.2058105,224.5135498,99.5525818,1.3246115,190.6528473,2666.563232,4526225.5,19.1129379,0.0059757,106,3873.766357,3897.255127,381277.75,71,229,128.6702881,111.439415,1.1923896,138992.3125,1491.616943,370.5430298,335.3088684,1.2738372,261.9970398,3455.634033,14100659,37.7156372,0.0033908,237,6463.416016,5821.15625,662881.75,155,506,183.6932373,150.6177826,1.2616581,205023.8594,1736.882813,394.5036316,315.146698,1.1709188,320.1000061,4112.021973,31228978,54.8383026,0.0027787,344,10877.13086,9726.975586,957530.8125,217,706,228.91716,181.3176575,1.2859963,320614.5,2124.012695,465.4792175,357.4503784,1.1197504,372.1570129,4637.846191,56264552,65.5762482,0.0026577,510,16001.875,14243.12988,1243716.25,313,1010,257.2476807,201.1025848,1.2973146,506765.0313,2648.950684,535.2775879,358.1735535,1.1018722,420.2544556,5005.094238,92981248,80.3086395,0.0026961,716,20982.82227,18397.2168,1487661.5,445,1438,298.9213257,226.1564941,1.3220946,659084.6875,3060.73291,701.7567749,7.7292686,1.1310968,528.9112549,5969.347168,143215504,94.0169525,0.0023183,922,27122.24219,24462.40234,2211865,559,1807,397.9199829,281.9308777,1.3831925,953911.8125,3806.831299,819.0202637,201.8171997,1.2089523,589.8998413,6601.245117,203084688,102.8674469,0.0022291,1150,34242.75,32215.57227,2744279.75,685,2209,437.8540344,304.683136,1.4083084,1216573.375,4224.018066,819.0202637,201.8171997,1.1670873,676.6011353,7489.682617,275627648,114.7759705,0.0021881,1364,41778.03125,40473.23047,3593618.75,795,2566,494.6321716,339.5064392,1.4316289,1555152.125,4750.766113,985.8713989,6.1088223,1.1549004,1293.227417,11286.79785,1130619264,119.6831436,0.0011022,2732,108571.0547,108961.125,9446771,1462,4712,1170.199219,712.7647705,1.6151173,5539375,8738.858398,2229.753906,173.2801056,1.0970812,429
4,13.0984221,1,0,1,105.5302811,6.549211,6.0942616,48.5426216,2786.567871,57893.57031,1.4696831,1.0216547,7,75.4003143,273.3078308,28124.31641,6,18,14.7609673,12.7087164,1.1972218,518.6472168,117.1026154,40.2054405,288.5073547,2.1040268,106.2769318,3787.709473,504745.9688,3.6081083,0.7177759,18,282.7245789,1208.03833,144456.1875,13,40,33.8484764,27.1744022,1.4769026,2923.169922,238.1571655,77.5136642,299.1109619,1.5440573,177.1652985,4390.966309,1384246.125,5.4420924,0.8337333,39,1046.96875,2014.883179,291689.1875,24,78,64.9019165,46.295372,1.4973468,24139.4668,608.6297607,166.4845276,336.8305664,1.2211494,237.9639893,4789.087402,3340546.5,9.3667259,0.9402213,70,2809.427979,3748.256836,434576.6875,44,145,119.4701843,82.8584137,1.5291439,107121.4609,1336.012695,428.8322144,329.4737549,1.3259734,293.7789917,5122.453125,6713559.5,13.3148804,1.5151813,161,4866.351074,5595.378906,585493.0625,110,353,164.7449341,108.3004227,1.5601937,148703.0156,1545.230591,449.3502808,328.9916077,1.2777826,369.3187866,5569.688477,13249661,18.8652897,1.7436732,284,8897.605469,8249.176758,830692.5625,172,558,234.1587524,154.9642944,1.5697459,277837.6563,2032.985596,492.5691223,347.221283,1.1837709,441.0607605,6000.379395,24681834,25.1432953,1.6953375,403,12935.8584,11466.09668,1111583.625,252,815,289.1987915,193.0918427,1.5555694,410757.625,2457.155762,540.6920166,348.1980896,1.1696876,484.9858093,6250.040527,42989300,32.709919,1.8044643,577,17498.25977,15741.7334,1297839.25,358,1156,313.9253235,209.9924469,1.5504304,543097.75,2731.696045,587.2427979,334.6921387,1.0933945,586.6056519,6794.864258,63901096,37.0973434,1.9427916,805,23567.29883,21099.65039,1769430.625,494,1594,407.4544678,266.7358093,1.565035,733928.625,3247.273682,752.1541138,0.1469838,1.1433365,685.0194702,7483.419922,93143848,42.9437256,2.0254872,1014,30451.30469,28572.67383,2423877.75,599,1933,484.6842957,317.1843262,1.5561761,1106907.25,4060.841797,814.8500366,206.8049774,1.1855259,1448.13794,11964.24902,563214528,59.6197891,1.4129446,2732,108571.0547,108961.125,9446771,1462,4712,1246.253418,734.2558594,1.6911628,5539375,8738.858398,2190.369629,174.8172455,1.0970812,680
2,26.043684,1,0,1,273.8861694,13.021842,13.0203905,78.0842133,646.4658813,19639.44531,0.6349138,0.3142156,9,248.6173706,173.2170258,31292.16211,7,22,77.9360962,71.3927612,1.1893576,3895.608154,307.1300964,127.8157425,293.4503479,1.9269021,128.2961578,989.9719849,56476.41797,0.6873122,0.3913412,30,813.3118286,557.463562,83089.41406,20,64,108.0527191,77.2287598,1.4963747,21028.25781,575.8900146,166.1381073,226.64534,1.2550642,193.9392548,1288.140381,108747.5625,0.7858188,0.5802892,55,1676.377441,2541.475098,160546.2813,35,111,138.1369629,102.2048874,1.4308208,33960.08203,764.6345215,200.578186,197.997757,1.3700272,200.4798279,1315.568115,128234.6719,0.8873644,0.7829328,84,2737.630859,3794.712891,169309.8281,52,165,141.1589203,102.7369995,1.4828887,66599.75,1037.547607,283.8014221,167.781662,1.2862743,202.4828186,1318.640381,145590.3594,0.9656463,0.9394303,116,4053.25708,5499.203125,170685.2813,70,220,142.8022766,103.2127762,1.4930005,79595.77344,1155.959229,317.9320984,176.8932953,1.3359345,213.1125946,1328.77124,162402.2188,1.0169983,1.0418806,143,5794.688965,6569.378906,176181.8125,86,270,152.0226593,105.3450165,1.5294123,129111.4766,1519.972412,329.6011353,304.0543518,1.4239565,216.8130951,1331.199341,175156.0938,1.0241685,1.0561523,167,7342.251465,7368.98291,177729.375,104,328,155.9753418,107.2956009,1.5334775,270355.6563,2025.588013,445.7602844,193.2315216,1.2076941,226.3119354,1335.549561,195529.9688,1.0141039,1.0358829,199,10587.09961,8998.3125,180974.2344,122,383,166.529953,112.5062714,1.5439184,655768,3229.291992,692.7526245,87.2723999,1.2654779,240.6319427,1340.448853,222631.2656,0.995726,0.9989531,246,14045.53906,10691.48242,185172.9688,152,477,180.5412292,118.7879028,1.5612719,905134.0625,3594.156006,692.7526245,87.2723999,1.1357194,290.3786316,1355.048462,268647.8125,0.954782,0.9165413,320,16633.3457,12405.08496,199074.9688,198,631,232.5315094,147.7591553,1.5742095,1030832.5,3888.011719,802.7463379,297.0211792,1.1669632,1869.70044,6476.221191,6145718,0.6505628,0.3012727,2732,108571.0547,108961.125,9446771,1462,4712,1867.699707,922.765625,2.0079875,5539375,8738.858398,1674.538086,326.9625854,1.0970812,55
4,6.4770904,1,0,1,284.2669678,2.1680949,3.2385452,65.5847015,4732.651856,102039.0547,3.4631808,0.0019416,12,235.7996521,96.7008972,91239.77344,11,35,45.2431946,41.6709785,1.1051177,4450.73877,275.6376038,79.1923981,266.045166,1.3584228,140.8484192,6516.136719,889994.125,3.961194,0.001118,43,1013.277344,752.5325317,377532.125,30,95,77.8795624,65.6884155,1.2348951,18987.53906,557.9775391,137.5687866,269.0227356,1.3048329,157.3183899,6910.291016,2629455,8.0588312,0.001595,67,2530.45459,1837.65332,466027.6875,40,129,84.5689468,68.3029861,1.3142638,114616.7109,1462.7771,393.3536377,251.3906555,1.4855883,207.1958618,7300.393066,4943141.5,10.7527227,0.0017596,122,4520.258789,3546.441406,609221.9375,73,238,128.709259,92.5158463,1.386264,231695.8125,1948.057007,393.3536377,251.3906555,1.3033926,279.0187073,7919.388672,8413292,12.3805304,0.0020686,198,7819.78125,6770.900879,880450,123,403,162.4287109,110.2507706,1.4681336,363560.2813,2277.441895,430.276825,293.964325,1.135294,375.6721497,8839.973633,13940534,15.3824434,0.0028168,340,12745.71875,11159.4873,1381395.625,214,694,241.2845459,154.7640228,1.6770459,508886.25,2681.573486,506.0620728,301.1186523,1.1244725,452.8020325,9666.943359,21054206,17.825655,0.00322,519,18501.33008,15147.0459,1918688.125,315,1025,274.4526672,165.5913086,1.8859407,708122.25,3185.226074,593.4628296,23.2256222,1.1401511,490.7704773,10057.76465,29476212,19.7095833,0.003397,688,23576.86719,18899.125,2208443.25,402,1310,311.9290466,193.3292694,1.8716873,994042.375,3748.920654,740.1314087,211.9315796,1.1251171,517.5529175,10281.15039,36311252,20.6065521,0.0033688,837,28429.4082,23419.76758,2394775.5,474,1545,327.0280457,199.7423706,1.9358577,1048005.625,3844.864502,789.6486816,210.6388092,1.1225058,554.0183716,10511.59082,41419380,19.4379463,0.0030912,934,32112.60742,27424.13086,2614037.25,523,1700,362.4969788,220.0635376,1.949231,1297743,4301.499023,900.1925659,103.944931,1.1345956,1381.116333,14808.2002,134487872,14.2363844,0.0018732,2732,108571.0547,108961.125,9446771,1462,4712,1340.163696,904.5604858,1.6389393,5539375,8738.858398,2677.458008,171.6248322,1.0970812,167
4,8.6254473,1,0,1,214.957901,4.3127236,4.2914233,64.8097382,5212.175781,196520.8438,1.6481383,0.2750874,13,278.6051636,218.3179779,194086.9063,10,31,38.3208542,33.6368027,1.1546439,4356.86377,278.2457275,74.9064178,228.6095886,1.4140774,99.3266907,6254.039551,754172.0625,2.1096497,0.2014973,28,603.124939,472.8320312,338365.5625,17,53,52.0217705,41.4285889,1.3194071,7840.846191,387.1368408,92.5309982,103.5578766,1.5210946,145.3471527,6893.391113,1175019.125,2.4749348,0.3090786,54,1265.191284,1139.448853,493004.3125,34,109,67.6600494,46.8892517,1.5915619,25449.63867,669.1889038,155.0743713,99.227272,1.4002513,186.7746429,7234.347656,1848010,3.0109289,0.3957704,89,2739.674316,2462.950195,613605.6875,54,177,82.576828,51.7242432,1.6816851,103859.2969,1349.773193,344.0254211,116.7043228,1.3959386,281.7436523,7869.816406,3218793.5,3.6514225,0.4978967,156,6219.528809,5832.280273,914851.8125,94,309,146.9409027,84.9954681,2.0633261,283393.75,2070.829102,419.1748352,124.8543167,1.2041715,359.0126343,8494.782227,5827372.5,5.0565195,0.6615558,264,8971.12793,7747.501465,1264627.875,166,549,188.0394287,91.9319916,3.8276622,383215.25,2339.803467,497.4440002,123.8213959,1.1368577,447.4013367,9391.413086,10418275,7.5298653,0.9020315,426,14125.31836,13122.82813,1839165.25,250,818,256.0196533,139.1111755,3.6743345,521428.0625,2724.766602,576.6123047,132.9201965,1.1330638,486.4086914,9747.944336,14450349,9.1063757,1.0521313,579,19619.24023,15849.88672,2107561,345,1123,286.3359375,159.3109283,3.8920929,784782.875,3303.035156,636.5437622,131.5256653,1.106285,526.8253174,10069.16992,18972712,10.3571987,1.1172477,739,24276.09961,19461.19336,2377801.25,424,1383,324.8872986,189.6194611,3.804105,995827.875,3749.674805,749.1294556,206.2693939,1.1235517,541.62323,10162.30566,22885330,10.9843798,1.1165872,860,29607.63281,24741.7207,2465508,481,1567,341.8307495,203.0867462,3.7196586,1143392.875,3935.595215,800.0599976,205.3482513,1.077992,1451.166138,14355.48926,88121896,9.3282557,0.7333753,2732,108571.0547,108961.125,9446771,1462,4712,1386.355469,926.7720337,2.1023965,5539375,8738.858398,2729.798584,170.5134888,1.0970812,192
3,3.2909329,1,0,1,238.0146179,1.6454664,1.5055166,46.2134743,130.3132935,277.1112976,1.1368887,1.6357992,6,181.3803711,178.4174805,244.4658813,4,14,30.1419964,26.1720886,1.1554339,2724.046143,224.9792633,91.4274673,265.4593811,1.4786339,168.901886,161.7134705,3460.707275,0.673775,0.3631248,20,854.6420288,704.2068481,5682.387695,16,50,81.9474106,64.2611542,1.2754359,30758.45117,749.4622803,211.7760162,119.3817215,1.4531994,247.256485,255.0256195,17404.89844,0.6132212,0.2293744,71,2451.661865,1659.106201,30185.57227,52,171,122.8428802,92.9486008,1.3376741,104819.4844,1347.277832,322.9972534,101.8057556,1.378042,339.336792,962.6480103,144231,0.536028,0.0723753,169,6284.578613,4250.444336,277067.375,114,370,193.8955536,129.3358459,1.6702917,218992.375,1820.31604,425.1080627,107.374527,1.2040783,392.7175903,1585.483276,287422.9375,0.53488,0.0699198,319,10634.46191,8203.474609,553693.9375,209,677,240.6105499,166.5279846,1.5984585,394839.9063,2355.514648,435.9371948,108.4141388,1.1182547,464.7763367,2386.15625,515670.375,0.532351,0.0647907,523,16792.85547,13372.9502,996648,328,1071,298.0923767,208.7205811,1.5598401,673044.75,3092.859863,748.0487061,202.3910217,1.1310107,549.4863281,3728.689697,956803,0.5295298,0.0591072,765,22980.93945,20680.8457,1863182,464,1504,359.8541565,249.2209167,1.565396,846282.25,3445.757324,748.0487061,202.3910217,1.1164629,607.7770386,4685.889648,1326633.5,0.5266571,0.0533484,990,29649.00195,29090.03125,2587576.5,586,1895,411.5973206,285.0576477,1.5374981,1094222.875,3902.242432,795.3201904,190.9243011,1.1074212,669.9574585,5741.157715,1784385.5,0.5225983,0.0452221,1298,36631.10547,37730.78516,3483101.25,765,2457,449.2961426,303.1850891,1.5537641,1363379.5,4448.45752,803.5568237,132.8358459,1.1550274,725.4889526,6673.550781,2234611.25,0.5231781,0.0463765,1592,43487.21484,46547.01563,4363706,908,2906,495.0604553,318.7624817,1.6178652,1528762.625,4691.702637,911.135498,160.7877045,1.1458058,1232.173584,9850.178711,4814011.5,0.5095933,0.019196,2732,108571.0547,108961.125,9446771,1462,4712,1138.646484,684.5174561,1.6748315,5539375,8738.858398,2164.015137,172.5574493,1.0970812,259
